Location,Date,Year,Plant Date,County,LocMinTempF,LocMaxTempF,CIMIS,StatMinTempF,StatMaxTempF,PRISMMinTempF,PRISMaxTempF,HeadM105,HeadM206,HeadM209,HeadM210,HeadM211,HeadM401,sng_tri_loc,sng_sine_loc,sng_tri_stat,sng_sine_stat,sng_tri_prism,sng_sine_prism,cum_sng_tri_loc,cum_sng_sine_loc,cum_sng_tri_stat,cum_sng_sine_stat,cum_sng_tri_prism,cum_sng_sine_prism
Wylie,2020-09-18,2020,2020-05-01,Glenn,58.411,81.154,Williams250,57.8,84.1,54.48020058,90.58460159,Heading,Heading,Heading,Heading,Heading,Notplanted,19.78,19.78,20.95,20.95,22.53,22.53,3258.64,3257.37,3382.88,3369.66,3605.69,3586.48
Wylie,2020-09-19,2020,2020-05-01,Glenn,52.817,86.074,Williams250,53.2,88.3,56.8706007,85.14860077,Heading,Heading,Heading,Heading,Heading,Notplanted,19.45,19.45,20.75,20.75,21.01,21.01,3278.09,3276.82,3403.63,3390.41,3626.7,3607.49
Wylie,2020-09-20,2020,2020-05-01,Glenn,51.148,87.894,Williams250,51.2,94.4,54.75200062,89.36240005,Heading,Heading,Heading,Heading,Heading,Notplanted,19.52,19.52,22.8,22.8,22.06,22.06,3297.61,3296.34,3426.43,3413.21,3648.76,3629.55
Wylie,2020-09-21,2020,2020-05-01,Glenn,55.647,84.99,Williams250,54.6,87.8,55.05079956,90.5864006,Heading,Heading,Heading,Heading,Heading,Notplanted,20.32,20.32,21.2,21.2,22.82,22.82,3317.93,3316.66,3447.63,3434.41,3671.58,3652.37
Wylie,2020-09-22,2020,2020-05-01,Glenn,53.733,84.004,Williams250,52.6,87.4,57.2701992,89.54960022,Heading,Heading,Heading,Heading,Heading,Notplanted,18.87,18.87,20,20,23.41,23.41,3336.8,3335.53,3467.63,3454.41,3694.99,3675.78
Wylie,2020-09-23,2020,2020-05-01,Glenn,51.984,85.622,Williams250,52.7,87.5,55.9364006,87.44360008,Heading,Heading,Heading,Heading,Heading,Notplanted,18.8,18.8,20.1,20.1,21.69,21.69,3355.6,3354.33,3487.73,3474.51,3716.68,3697.47
Wylie,2020-09-24,2020,2020-05-01,Glenn,52.072,85.984,Williams250,53.1,91,55.33159981,89.57840157,Heading,Heading,Heading,Heading,Heading,Notplanted,19.03,19.03,22.05,22.05,22.46,22.46,3374.63,3373.36,3509.78,3496.56,3739.14,3719.93
Wylie,2020-09-25,2020,2020-05-01,Glenn,52.378,85.577,Williams250,53.7,90.1,55.43239937,89.31379929,Heading,Heading,Heading,Heading,Heading,Notplanted,18.98,18.98,21.9,21.9,22.37,22.37,3393.61,3392.34,3531.68,3518.46,3761.51,3742.3
Wylie,2020-09-26,2020,2020-05-01,Glenn,57.117,88.259,Williams250,57,90.2,55.9885994,85.98199959,Heading,Heading,Heading,Heading,Heading,Notplanted,22.69,22.69,23.6,23.6,20.99,20.99,3416.3,3415.03,3555.28,3542.06,3782.5,3763.29
Wylie,2020-09-27,2020,2020-05-01,Glenn,68.099,91.87,Williams250,71.3,94.8,59.37080059,90.82759857,Heading,Heading,Heading,Heading,Heading,Notplanted,29.98,29.98,33.05,33.05,25.1,25.1,3446.28,3445.01,3588.33,3575.11,3807.6,3788.39
Wylie,2020-09-28,2020,2020-05-01,Glenn,63.005,94.991,Williams250,61,99.1,72.76100082,97.7,Heading,Heading,Heading,Heading,Heading,Notplanted,29,29,29.83,29.47,35.08,34.85,3475.28,3474.01,3618.16,3604.58,3842.68,3823.24
Wylie,2020-09-29,2020,2020-05-01,Glenn,55.776,94.514,Williams250,55.1,102.9,63.02480011,100.4702026,Heading,Heading,Heading,Heading,Heading,Notplanted,25.14,25.14,28.35,27.61,31.35,30.85,3500.42,3499.15,3646.51,3632.19,3874.03,3854.09
Wylie,2020-09-30,2020,2020-05-01,Glenn,54.909,98.283,Williams250,54.2,102.3,59.94680004,98.2039978,Heading,Heading,Heading,Heading,Heading,Notplanted,26.47,26.21,27.7,27.02,28.94,28.68,3526.89,3525.36,3674.21,3659.21,3902.97,3882.77
Wylie,2020-10-01,2020,2020-05-01,Glenn,57.42,95.567,Williams250,,,58.82360077,104.0521988,Heading,Heading,Heading,Heading,Heading,Notplanted,26.49,26.46,0,0,30.53,29.68,3553.38,3551.82,3674.21,3659.21,3933.5,3912.45
Wylie,2020-10-02,2020,2020-05-01,Glenn,56.469,95.567,Williams250,,,61.75039978,97.68740005,Heading,Heading,Heading,Heading,Heading,Notplanted,26.01,25.99,0,0,29.62,29.4,3579.39,3577.81,3674.21,3659.21,3963.12,3941.85
Wylie,2020-10-03,2020,2020-05-01,Glenn,54.82,94.039,Williams250,,,58.16659946,97.79720154,Heading,Heading,Heading,Heading,Heading,Notplanted,24.43,24.43,0,0,27.88,27.66,3603.82,3602.24,3674.21,3659.21,3991,3969.51
Wylie,2020-10-04,2020,2020-05-01,Glenn,52.291,56.728,Williams250,,,57.17660084,94.81459885,Heading,Heading,Heading,Heading,Heading,Notplanted,4.51,4.51,0,0,26,26,3608.33,3606.75,3674.21,3659.21,4017,3995.51
Wylie,2021-05-05,2021,2021-05-05,Glenn,70.286,93.423,Williams250,54.5,91.5,59.75041943,90.15385513,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,31.85,31.85,23,23,24.95,24.95,31.85,31.85,23,23,24.95,24.95
Wylie,2021-05-06,2021,2021-05-05,Glenn,54.516,87.436,Williams250,51.8,85.8,54.09031982,94.0101799,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,20.98,20.98,18.8,18.8,24.05,24.05,52.83,52.83,41.8,41.8,49,49
Wylie,2021-05-07,2021,2021-05-05,Glenn,55.602,81.288,Williams250,49.2,82.6,53.154319,88.2325386,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,18.44,18.44,15.91,15.95,20.69,20.69,71.27,71.27,57.71,57.75,69.69,69.69
Wylie,2021-05-08,2021,2021-05-05,Glenn,59.229,82.62,Williams250,58.8,84.2,53.0704401,82.31306038,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,20.92,20.92,21.5,21.5,17.69,17.69,92.19,92.19,79.21,79.25,87.38,87.38
Wylie,2021-05-09,2021,2021-05-05,Glenn,63.09,83.869,Williams250,62.1,84.9,60.76039944,86.19745865,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.48,23.48,23.5,23.5,23.48,23.48,115.67,115.67,102.71,102.75,110.86,110.86
Wylie,2021-05-10,2021,2021-05-05,Glenn,65.273,85.307,Williams250,62.2,87.7,64.40395851,86.19331818,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.29,25.29,24.95,24.95,25.3,25.3,140.96,140.96,127.66,127.7,136.16,136.16
Wylie,2021-05-11,2021,2021-05-05,Glenn,62.233,92.01,Williams250,57.2,97.8,61.86614075,89.27959747,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,27.12,27.12,27.4,27.19,25.57,25.57,168.08,168.08,155.06,154.89,161.73,161.73
Wylie,2021-05-12,2021,2021-05-05,Glenn,58.626,95.135,Williams250,56.9,93.8,55.52743969,94.14356079,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.88,26.88,25.35,25.35,24.84,24.84,194.96,194.96,180.41,180.24,186.57,186.57
Wylie,2021-05-13,2021,2021-05-05,Glenn,58.626,92.48,Williams250,53.1,91.3,55.45958023,96.0934967,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.55,25.55,22.2,22.2,25.76,25.7,220.51,220.51,202.61,202.44,212.33,212.27
Wylie,2021-05-14,2021,2021-05-05,Glenn,57.592,85.984,Williams250,52.6,86.9,55.97041874,92.97824097,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.79,21.79,19.75,19.75,24.47,24.47,242.3,242.3,222.36,222.19,236.8,236.74
Wylie,2021-05-15,2021,2021-05-05,Glenn,52.992,77.596,Williams250,50.2,79.5,52.35260029,87.09637718,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,15.29,15.29,14.85,14.85,19.72,19.72,257.59,257.59,237.21,237.04,256.52,256.46
Wylie,2021-05-16,2021,2021-05-05,Glenn,57.42,83.736,Williams250,54.9,83.8,50.7225193,78.06037979,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,20.58,20.58,19.35,19.35,14.39,14.39,278.17,278.17,256.56,256.39,270.91,270.85
Wylie,2021-05-17,2021,2021-05-05,Glenn,53.166,81.199,Williams250,59,81.5,51.78811932,83.80237732,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,17.18,17.18,20.25,20.25,17.8,17.8,295.35,295.35,276.81,276.64,288.71,288.65
Wylie,2021-05-18,2021,2021-05-05,Glenn,55.949,86.074,Williams250,52.5,85.6,50.63791943,81.01525917,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.01,21.01,19.05,19.05,15.83,15.83,316.36,316.36,295.86,295.69,304.54,304.48
Wylie,2021-05-19,2021,2021-05-05,Glenn,52.817,77.464,Williams250,50.9,77.5,52.55419941,86.16055832,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,15.14,15.14,14.2,14.2,19.36,19.36,331.5,331.5,310.06,309.89,323.9,323.84
Wylie,2021-05-20,2021,2021-05-05,Glenn,53.035,70.243,Williams250,46.3,73.2,50.36071892,78.28448029,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,11.64,11.64,10,10.34,14.32,14.32,343.14,343.14,320.06,320.23,338.22,338.16
Wylie,2021-05-21,2021,2021-05-05,Glenn,51.589,74.64,Williams250,51.2,75.5,51.96541977,71.56760063,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,13.11,13.11,13.35,13.35,11.77,11.77,356.25,356.25,333.41,333.58,349.99,349.93
Wylie,2021-05-22,2021,2021-05-05,Glenn,56.035,77.335,Williams250,51.8,81.5,51.22183933,76.23211746,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,16.69,16.69,16.65,16.65,13.73,13.73,372.94,372.94,350.06,350.23,363.72,363.66
Wylie,2021-05-23,2021,2021-05-05,Glenn,54.82,77.639,Williams250,51.9,79.5,52.84507961,78.48751793,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,16.23,16.23,15.7,15.7,15.67,15.67,389.17,389.17,365.76,365.93,379.39,379.33
Wylie,2021-05-24,2021,2021-05-05,Glenn,59.659,88.167,Williams250,54.6,87.6,51.56114006,79.12093811,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.91,23.91,21.1,21.1,15.34,15.34,413.08,413.08,386.86,387.03,394.73,394.67
Wylie,2021-05-25,2021,2021-05-05,Glenn,61.075,82.486,Williams250,57.4,83.8,53.77387924,89.17663841,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.78,21.78,20.6,20.6,21.48,21.48,434.86,434.86,407.46,407.63,416.21,416.15
Wylie,2021-05-26,2021,2021-05-05,Glenn,61.29,88.763,Williams250,54.9,90.1,58.85635891,83.24167976,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.03,25.03,22.5,22.5,21.05,21.05,459.89,459.89,429.96,430.13,437.26,437.2
Wylie,2021-05-27,2021,2021-05-05,Glenn,57.074,86.572,Williams250,53.3,86.4,56.87005997,90.14197617,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.82,21.82,19.85,19.85,23.51,23.51,481.71,481.71,449.81,449.98,460.77,460.71
Wylie,2021-05-28,2021,2021-05-05,Glenn,62.919,90.657,Williams250,58.5,91.7,55.46173973,89.03713951,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.79,26.79,25.1,25.1,22.25,22.25,508.5,508.5,474.91,475.08,483.02,482.96
Wylie,2021-05-29,2021,2021-05-05,Glenn,60.948,90.147,Williams250,56.5,88.3,58.26973877,92.11891785,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.55,25.55,22.4,22.4,25.19,25.19,534.05,534.05,497.31,497.48,508.21,508.15
Wylie,2021-05-30,2021,2021-05-05,Glenn,59.529,99.959,Williams250,55.9,103.4,57.55459919,89.82463608,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,29.44,29,28.91,28.12,23.69,23.69,563.49,563.05,526.22,525.6,531.9,531.84
Wylie,2021-05-31,2021,2021-05-05,Glenn,68.056,101.912,Williams250,64.5,107.7,56.03863869,102.9793976,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,34.28,33.63,34.23,33.08,28.83,28.09,597.77,596.68,560.45,558.68,560.73,559.93
Wylie,2021-06-01,2021,2021-05-05,Glenn,71.103,100.159,Williams250,65.8,98.9,65.96581955,106.0154556,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,35.17,34.69,32.12,31.77,34.48,33.46,632.94,631.37,592.57,590.45,595.21,593.39
Wylie,2021-06-02,2021,2021-05-05,Glenn,65.188,95.279,Williams250,58.6,94,65.7024807,101.9755356,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,30.23,30.22,26.3,26.3,33.17,32.51,663.17,661.59,618.87,616.75,628.38,625.9
Wylie,2021-06-03,2021,2021-05-05,Glenn,62.748,97.891,Williams250,57.8,96.6,61.19618073,97.93076096,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,30.2,29.96,27.17,27.06,29.45,29.21,693.37,691.55,646.04,643.81,657.83,655.11
Wylie,2021-06-04,2021,2021-05-05,Glenn,68.657,95.328,Williams250,64.7,94.4,59.63107872,98.97944031,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,31.99,31.98,29.55,29.55,29.1,28.76,725.36,723.53,675.59,673.36,686.93,683.87
Wylie,2021-06-05,2021,2021-05-05,Glenn,60.818,91.123,Williams250,55.4,90.5,61.53080025,97.06819687,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.97,25.97,22.95,22.95,29.24,29.09,751.33,749.5,698.54,696.31,716.17,712.96
Wylie,2021-06-06,2021,2021-05-05,Glenn,69.942,91.87,Williams250,63.1,92.1,59.36666012,93.91190033,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,30.91,30.91,27.6,27.6,26.64,26.64,782.24,780.41,726.14,723.91,742.81,739.6
Wylie,2021-06-07,2021,2021-05-05,Glenn,59.099,84.677,Williams250,55.4,84.9,58.44901848,93.13231735,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.89,21.89,20.15,20.15,25.79,25.79,804.13,802.3,746.29,744.06,768.6,765.39
Wylie,2021-06-08,2021,2021-05-05,Glenn,52.466,76.768,Williams250,51,77.4,52.75615902,85.88372002,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,14.62,14.62,14.2,14.2,19.32,19.32,818.75,816.92,760.49,758.26,787.92,784.71
Wylie,2021-06-09,2021,2021-05-05,Glenn,52.772,76.375,Williams250,46.6,76,50.62297974,77.10565758,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,14.57,14.57,11.5,11.8,13.86,13.86,833.32,831.49,771.99,770.06,801.78,798.57
Wylie,2021-06-10,2021,2021-05-05,Glenn,50.797,75.42,Williams250,50.8,77.2,50.1304987,76.94617729,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,13.11,13.11,14,14,13.54,13.54,846.43,844.6,785.99,784.06,815.32,812.11
Wylie,2021-06-11,2021,2021-05-05,Glenn,55.038,80.449,Williams250,52.1,81.2,49.36081886,76.11422043,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,17.74,17.74,16.65,16.65,12.75,12.78,864.17,862.34,802.64,800.71,828.07,824.89
Wylie,2021-06-12,2021,2021-05-05,Glenn,62.148,89.776,Williams250,57.7,87.3,54.08168011,81.2134388,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.96,25.96,22.5,22.5,17.65,17.65,890.13,888.3,825.14,823.21,845.72,842.54
Wylie,2021-06-13,2021,2021-05-05,Glenn,64.931,91.449,Williams250,63.1,91.5,60.86893921,90.99950027,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,28.19,28.19,27.3,27.3,25.93,25.93,918.32,916.49,852.44,850.51,871.65,868.47
Wylie,2021-06-14,2021,2021-05-05,Glenn,64.459,86.709,Williams250,64,87.2,64.06771851,93.8566391,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.58,25.58,25.6,25.6,28.96,28.96,943.9,942.07,878.04,876.11,900.61,897.43
Wylie,2021-06-15,2021,2021-05-05,Glenn,54.082,85.172,Williams250,50,86.5,53.45005894,88.09447823,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,19.63,19.63,18.25,18.25,20.77,20.77,963.53,961.7,896.29,894.36,921.38,918.2
Wylie,2021-06-16,2021,2021-05-05,Glenn,61.633,93.659,Williams250,58.1,103.3,54.42079887,88.13587952,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,27.65,27.65,29.94,29.16,21.28,21.28,991.18,989.35,926.23,923.52,942.66,939.48
Wylie,2021-06-17,2021,2021-05-05,Glenn,64.288,102.569,Williams250,61.9,109.6,62.36906052,98.33557968,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,32.68,31.97,33.52,32.2,30.2,29.92,1023.86,1021.32,959.75,955.72,972.86,969.4
Wylie,2021-06-18,2021,2021-05-05,Glenn,67.627,102.569,Williams250,66.9,105,65.67745934,107.3033554,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,34.28,33.57,34.64,33.71,34.67,33.56,1058.14,1054.89,994.39,989.43,1007.53,1002.96
Wylie,2021-06-19,2021,2021-05-05,Glenn,67.329,98.872,Williams250,65.1,100.1,65.17633858,108.9775414,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,32.86,32.52,32.23,31.76,34.85,33.61,1091,1087.41,1026.62,1021.19,1042.38,1036.57
Wylie,2021-06-20,2021,2021-05-05,Glenn,65.403,95.806,Williams250,64.5,95.6,67.9567997,104.0251999,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,30.59,30.55,30.04,30.01,34.86,34.02,1121.59,1117.96,1056.66,1051.2,1077.24,1070.59
Wylie,2021-06-21,2021,2021-05-05,Glenn,63.262,91.263,Williams250,60.5,91.5,65.56333885,100.9275772,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,27.26,27.26,26,26,32.75,32.2,1148.85,1145.22,1082.66,1077.2,1109.99,1102.79
Wylie,2021-06-22,2021,2021-05-05,Glenn,59.229,86.256,Williams250,57.8,86.5,60.84247932,96.7675972,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,22.74,22.74,22.15,22.15,28.76,28.64,1171.59,1167.96,1104.81,1099.35,1138.75,1131.43
Wylie,2021-06-23,2021,2021-05-05,Glenn,60.433,87.894,Williams250,59.3,88.5,58.74529915,89.95207748,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,24.16,24.16,23.9,23.9,24.35,24.35,1195.75,1192.12,1128.71,1123.25,1163.1,1155.78
Wylie,2021-06-24,2021,2021-05-05,Glenn,59.83,87.436,Williams250,56.4,89.3,59.7545599,90.9760994,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.63,23.63,22.85,22.85,25.37,25.37,1219.38,1215.75,1151.56,1146.1,1188.47,1181.15
Wylie,2021-06-25,2021,2021-05-05,Glenn,61.72,90.703,Williams250,60.4,93,60.23857975,91.13216019,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.21,26.21,26.7,26.7,25.69,25.69,1245.59,1241.96,1178.26,1172.8,1214.16,1206.84
Wylie,2021-06-26,2021,2021-05-05,Glenn,63.39,97.16,Williams250,61.4,101.6,61.80457954,94.94293976,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,30.21,30.04,30.96,30.35,28.37,28.37,1275.8,1272,1209.22,1203.15,1242.53,1235.21
Wylie,2021-06-27,2021,2021-05-05,Glenn,65.916,93.47,Williams250,63.3,94.8,63.65263786,103.1683968,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,29.69,29.69,29.05,29.05,32.57,31.8,1305.49,1301.69,1238.27,1232.2,1275.1,1267.01
Wylie,2021-06-28,2021,2021-05-05,Glenn,63.946,93.092,Williams250,61.7,95.6,66.11125793,98.91787567,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,28.52,28.52,28.64,28.62,32.28,31.93,1334.01,1330.21,1266.91,1260.82,1307.38,1298.94
Wylie,2021-06-29,2021,2021-05-05,Glenn,62.791,93.423,Williams250,60,96.4,63.14161911,98.96737595,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,28.11,28.11,28.17,28.08,30.83,30.49,1362.12,1358.32,1295.08,1288.9,1338.21,1329.43
Wylie,2021-06-30,2021,2021-05-05,Glenn,68.27,91.87,Williams250,63.4,94.2,62.41675835,98.97512131,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,30.07,30.07,28.8,28.8,30.48,30.13,1392.19,1388.39,1323.88,1317.7,1368.69,1359.56
Wylie,2021-07-01,2021,2021-05-05,Glenn,62.148,89.407,Williams250,60,91.9,62.38166046,96.691819,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.78,25.78,25.95,25.95,29.5,29.38,1417.97,1414.17,1349.83,1343.65,1398.19,1388.94
Wylie,2021-07-02,2021,2021-05-05,Glenn,62.661,92.433,Williams250,60.3,96.2,61.33063965,93.60103531,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,27.55,27.55,28.23,28.16,27.47,27.47,1445.52,1441.72,1378.06,1371.81,1425.66,1416.41
Wylie,2021-07-03,2021,2021-05-05,Glenn,61.633,91.589,Williams250,59.6,95,62.17753792,98.74957886,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.61,26.61,27.3,27.3,30.27,29.95,1472.13,1468.33,1405.36,1399.11,1455.93,1446.36
Wylie,2021-07-04,2021,2021-05-05,Glenn,63.518,90.657,Williams250,61.7,94.9,61.84363937,97.91347809,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,27.09,27.09,28.3,28.3,29.76,29.52,1499.22,1495.42,1433.66,1427.41,1485.69,1475.88
Wylie,2021-07-05,2021,2021-05-05,Glenn,62.105,91.076,Williams250,58.8,93.9,63.07682037,97.66057968,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.59,26.59,26.35,26.35,30.27,30.05,1525.81,1522.01,1460.01,1453.76,1515.96,1505.93
Wylie,2021-07-06,2021,2021-05-05,Glenn,60.174,89.638,Williams250,58.6,91.4,61.19923973,97.72754135,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,24.91,24.91,25,25,29.36,29.14,1550.72,1546.92,1485.01,1478.76,1545.32,1535.07
Wylie,2021-07-07,2021,2021-05-05,Glenn,59.659,91.636,Williams250,57.3,94.1,59.2429987,95.93006134,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.65,25.65,25.7,25.7,27.57,27.52,1576.37,1572.57,1510.71,1504.46,1572.89,1562.59
Wylie,2021-07-08,2021,2021-05-05,Glenn,61.72,94.134,Williams250,58.6,97.3,59.79307899,98.67452164,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,27.93,27.93,27.88,27.71,29.06,28.75,1604.3,1600.5,1538.59,1532.17,1601.95,1591.34
Wylie,2021-07-09,2021,2021-05-05,Glenn,64.974,97.5,Williams250,64.8,102.6,61.5896595,102.6743004,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,31.14,30.94,32.94,32.22,31.42,30.7,1635.44,1631.44,1571.53,1564.39,1633.37,1622.04
Wylie,2021-07-10,2021,2021-05-05,Glenn,68.785,98.627,Williams250,68.3,104.7,65.96707954,107.7614578,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,33.49,33.16,35.21,34.31,34.92,33.77,1668.93,1664.6,1606.74,1598.7,1668.29,1655.81
Wylie,2021-07-11,2021,2021-05-05,Glenn,67.114,96.096,Williams250,66.8,100,70.85371933,109.6759354,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,31.58,31.51,33.02,32.56,37.49,36.27,1700.51,1696.11,1639.76,1631.26,1705.78,1692.08
Wylie,2021-07-12,2021,2021-05-05,Glenn,60.904,90.657,Williams250,59.3,93.8,64.3393383,104.9536407,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.78,25.78,26.55,26.55,33.43,32.5,1726.29,1721.89,1666.31,1657.81,1739.21,1724.58
Wylie,2021-07-13,2021,2021-05-05,Glenn,59.185,88.626,Williams250,58.1,88.2,60.58309898,97.07755585,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.91,23.91,23.15,23.15,28.77,28.62,1750.2,1745.8,1689.46,1680.96,1767.98,1753.2
Wylie,2021-07-14,2021,2021-05-05,Glenn,59.099,89.085,Williams250,57.4,90.4,59.42299938,93.16183624,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,24.09,24.09,23.9,23.9,26.29,26.29,1774.29,1769.89,1713.36,1704.86,1794.27,1779.49
Wylie,2021-07-15,2021,2021-05-05,Glenn,59.616,86.664,Williams250,61.5,87,59.00125999,93.67105942,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.14,23.14,24.25,24.25,26.34,26.34,1797.43,1793.03,1737.61,1729.11,1820.61,1805.83
Wylie,2021-07-16,2021,2021-05-05,Glenn,56.988,89.915,Williams250,54.9,91.5,57.40645885,90.80905914,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.45,23.45,23.2,23.2,24.11,24.11,1820.88,1816.48,1760.81,1752.31,1844.72,1829.94
Wylie,2021-07-17,2021,2021-05-05,Glenn,61.119,93.186,Williams250,61.3,94.1,56.5942997,93.75746002,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,27.15,27.15,27.7,27.7,25.18,25.18,1848.03,1843.63,1788.51,1780.01,1869.9,1855.12
Wylie,2021-07-18,2021,2021-05-05,Glenn,62.704,96.145,Williams250,61.3,97.2,59.73097878,98.48246002,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,29.4,29.33,29.18,29.02,28.95,28.66,1877.43,1872.96,1817.69,1809.03,1898.85,1883.78
Wylie,2021-07-19,2021,2021-05-05,Glenn,65.53,92.057,Williams250,65.8,94.4,63.89887924,101.6153557,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,28.79,28.79,30.1,30.1,32.18,31.56,1906.22,1901.75,1847.79,1839.13,1931.03,1915.34
Wylie,2021-07-20,2021,2021-05-05,Glenn,62.191,91.963,Williams250,60.3,92.5,65.19937897,98.72599945,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,27.08,27.08,26.4,26.4,31.76,31.43,1933.3,1928.83,1874.19,1865.53,1962.79,1946.77
Wylie,2021-07-21,2021,2021-05-05,Glenn,59.873,91.308,Williams250,58.2,93.2,62.35915909,96.68677902,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.59,25.59,25.7,25.7,29.48,29.36,1958.89,1954.42,1899.89,1891.23,1992.27,1976.13
Wylie,2021-07-22,2021,2021-05-05,Glenn,59.056,93.186,Williams250,56.1,93.8,58.34461918,96.44827957,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.12,26.12,24.95,24.95,27.37,27.28,1985.01,1980.54,1924.84,1916.18,2019.64,2003.41
Wylie,2021-07-23,2021,2021-05-05,Glenn,60.861,96.822,Williams250,58.6,102.9,62.45888062,98.32351532,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,28.8,28.67,30.05,29.31,30.24,29.96,2013.81,2009.21,1954.89,1945.49,2049.88,2033.37
Wylie,2021-07-24,2021,2021-05-05,Glenn,63.048,93.612,Williams250,61.7,94.8,59.49841881,103.6857155,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,28.33,28.33,28.25,28.25,30.74,29.92,2042.14,2037.54,1983.14,1973.74,2080.62,2063.29
