Location,Date,Year,Plant Date,County,LocMinTempF,LocMaxTempF,CIMIS,StatMinTempF,StatMaxTempF,PRISMMinTempF,PRISMaxTempF,HeadM105,HeadM206,HeadM209,HeadM210,HeadM211,HeadM401,sng_tri_loc,sng_sine_loc,sng_tri_stat,sng_sine_stat,sng_tri_prism,sng_sine_prism,cum_sng_tri_loc,cum_sng_sine_loc,cum_sng_tri_stat,cum_sng_sine_stat,cum_sng_tri_prism,cum_sng_sine_prism
BosworthRue,2016-05-16,2016,2016-05-16,Yuba,74.1,84.1,Verona235,48.7,84.9,54.07160015,83.19920044,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,29.1,29.1,16.82,16.9,18.64,18.64,29.1,29.1,16.82,16.9,18.64,18.64
BosworthRue,2016-05-17,2016,2016-05-16,Yuba,63.8,87.5,Verona235,60.1,89.5,56.22440033,86.11160049,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.65,25.65,24.8,24.8,21.17,21.17,54.75,54.75,41.62,41.7,39.81,39.81
BosworthRue,2016-05-18,2016,2016-05-16,Yuba,65.1,93.1,Verona235,55.9,92.7,61.81339951,90.70159912,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,29.1,29.1,24.3,24.3,26.26,26.26,83.85,83.85,65.92,66,66.07,66.07
BosworthRue,2016-05-19,2016,2016-05-16,Yuba,62.1,80.2,Verona235,55.5,82.2,61.51640129,95.16739731,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.15,21.15,18.85,18.85,28.34,28.34,105,105,84.77,84.85,94.41,94.41
BosworthRue,2016-05-20,2016,2016-05-16,Yuba,53.7,62.7,Verona235,47.1,69.5,55.52959919,82.04180107,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,8.2,8.2,8.49,8.75,18.79,18.79,113.2,113.2,93.26,93.6,113.2,113.2
BosworthRue,2016-05-21,2016,2016-05-16,Yuba,52.1,67.8,Verona235,48.8,68.7,50.48239937,67.55360146,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,9.95,9.95,8.79,8.88,9.02,9.02,123.15,123.15,102.05,102.48,122.22,122.22
BosworthRue,2016-05-22,2016,2016-05-16,Yuba,51.1,70.8,Verona235,48.1,72,49.25119934,69.43460159,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,10.95,10.95,10.13,10.28,9.36,9.4,134.1,134.1,112.18,112.76,131.58,131.62
BosworthRue,2016-05-23,2016,2016-05-16,Yuba,53.4,73.8,Verona235,55.8,75.3,49.01720085,72.91220016,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,13.6,13.6,15.55,15.55,10.98,11.05,147.7,147.7,127.73,128.31,142.56,142.67
BosworthRue,2016-05-24,2016,2016-05-16,Yuba,56.7,74.9,Verona235,53,74.8,50.57959919,75.40340157,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,15.8,15.8,13.9,13.9,12.99,12.99,163.5,163.5,141.63,142.21,155.55,155.66
BosworthRue,2016-05-25,2016,2016-05-16,Yuba,56,80,Verona235,52.6,79.6,54.32899952,77.63720016,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,18,18,16.1,16.1,15.98,15.98,181.5,181.5,157.73,158.31,171.53,171.64
BosworthRue,2016-05-26,2016,2016-05-16,Yuba,57.3,82.8,Verona235,53.1,85.7,53.19139957,80.59100151,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,20.05,20.05,19.4,19.4,16.89,16.89,201.55,201.55,177.13,177.71,188.42,188.53
BosworthRue,2016-05-27,2016,2016-05-16,Yuba,61.6,84.8,Verona235,50.1,87,54.88159981,85.3682003,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.2,23.2,18.55,18.55,20.12,20.12,224.75,224.75,195.68,196.26,208.54,208.65
BosworthRue,2016-05-28,2016,2016-05-16,Yuba,61.9,86.2,Verona235,56,88.6,56.31979942,87.91339951,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,24.05,24.05,22.3,22.3,22.12,22.12,248.8,248.8,217.98,218.56,230.66,230.77
BosworthRue,2016-05-29,2016,2016-05-16,Yuba,63.9,90.4,Verona235,51.9,93.8,58.24940033,89.12119865,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,27.15,27.15,22.85,22.85,23.69,23.69,275.95,275.95,240.83,241.41,254.35,254.46
BosworthRue,2016-05-30,2016,2016-05-16,Yuba,65.4,93.1,Verona235,52.5,98.4,58.39159946,91.89500275,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,29.25,29.25,25.32,25.05,25.14,25.14,305.2,305.2,266.15,266.46,279.49,279.6
BosworthRue,2016-05-31,2016,2016-05-16,Yuba,69.8,97.8,Verona235,56.3,100.2,59.30779915,96.24560242,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,33.66,33.42,27.94,27.48,27.76,27.68,338.86,338.62,294.09,293.94,307.25,307.28
BosworthRue,2016-06-01,2016,2016-05-16,Yuba,69.5,93.6,Verona235,58.5,95.5,62.83399849,100.9346016,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,31.55,31.55,27,26.98,31.42,30.87,370.41,370.17,321.09,320.92,338.67,338.15
BosworthRue,2016-06-02,2016,2016-05-16,Yuba,63.2,93,Verona235,53.3,97.6,60.39680004,98.56399918,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,28.1,28.1,25.37,25.18,29.31,29.01,398.51,398.27,346.46,346.1,367.98,367.16
BosworthRue,2016-06-03,2016,2016-05-16,Yuba,68,96.9,Verona235,57.3,101.5,59.01440067,97.77559967,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,32.39,32.24,28.92,28.33,28.3,28.08,430.9,430.51,375.38,374.43,396.28,395.24
BosworthRue,2016-06-04,2016,2016-05-16,Yuba,70.1,89.5,Verona235,62.2,90.7,63.87619934,102.1748001,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,29.8,29.8,26.45,26.45,32.35,31.68,460.7,460.31,401.83,400.88,428.63,426.92
BosworthRue,2016-06-05,2016,2016-05-16,Yuba,69.6,96.2,Verona235,60.8,101.7,64.47920113,93.85700302,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,32.87,32.79,30.7,30.08,29.17,29.17,493.57,493.1,432.53,430.96,457.8,456.09
BosworthRue,2016-06-06,2016,2016-05-16,Yuba,68.1,93.2,Verona235,56.9,93.2,63.81680107,100.7078026,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,30.65,30.65,25.05,25.05,31.82,31.29,524.22,523.75,457.58,456.01,489.62,487.38
BosworthRue,2016-06-07,2016,2016-05-16,Yuba,62.8,89.1,Verona235,57.5,86.1,62.35340157,97.63520126,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.95,25.95,21.8,21.8,29.9,29.69,550.17,549.7,479.38,477.81,519.52,517.07
BosworthRue,2016-06-08,2016,2016-05-16,Yuba,59.6,84.5,Verona235,56.1,85.3,58.40419941,93.1730011,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,22.05,22.05,20.7,20.7,25.79,25.79,572.22,571.75,500.08,498.51,545.31,542.86
BosworthRue,2016-06-09,2016,2016-05-16,Yuba,58.8,82.8,Verona235,55.3,82,57.55820065,89.47220154,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,20.8,20.8,18.65,18.65,23.52,23.52,593.02,592.55,518.73,517.16,568.83,566.38
BosworthRue,2016-06-10,2016,2016-05-16,Yuba,61.2,81.2,Verona235,56.1,82.4,56.65639992,86.24659843,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.2,21.2,19.25,19.25,21.45,21.45,614.22,613.75,537.98,536.41,590.28,587.83
BosworthRue,2016-06-11,2016,2016-05-16,Yuba,58.2,85.2,Verona235,49.7,87.8,54.89600048,84.45380135,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.7,21.7,18.75,18.76,19.67,19.67,635.92,635.45,556.73,555.17,609.95,607.5
BosworthRue,2016-06-12,2016,2016-05-16,Yuba,60.9,86.2,Verona235,55.1,86.8,56.49620037,89.16439896,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.55,23.55,20.95,20.95,22.83,22.83,659.47,659,577.68,576.12,632.78,630.33
BosworthRue,2016-06-13,2016,2016-05-16,Yuba,60.4,80.4,Verona235,54.4,81.5,59.24119968,90.49099808,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,20.4,20.4,17.95,17.95,24.87,24.87,679.87,679.4,595.63,594.07,657.65,655.2
BosworthRue,2016-06-14,2016,2016-05-16,Yuba,58.8,75.2,Verona235,53.7,77.6,57.9092001,85.7048008,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,17,17,15.65,15.65,21.81,21.81,696.87,696.4,611.28,609.72,679.46,677.01
BosworthRue,2016-06-15,2016,2016-05-16,Yuba,55.2,69,Verona235,50.8,71.9,54.04280052,77.97380066,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,12.1,12.1,11.35,11.35,16.01,16.01,708.97,708.5,622.63,621.07,695.47,693.02
BosworthRue,2016-06-16,2016,2016-05-16,Yuba,53.6,70.5,Verona235,49.4,76.7,51.67040081,71.05819893,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,12.05,12.05,13.06,13.09,11.36,11.36,721.02,720.55,635.69,634.16,706.83,704.38
BosworthRue,2016-06-17,2016,2016-05-16,Yuba,57.2,73.9,Verona235,52.7,76.6,51.36800041,75.39260063,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,15.55,15.55,14.65,14.65,13.38,13.38,736.57,736.1,650.34,648.81,720.21,717.76
BosworthRue,2016-06-18,2016,2016-05-16,Yuba,59,76.8,Verona235,52.4,78.6,56.80580025,77.26279984,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,17.9,17.9,15.5,15.5,17.03,17.03,754.47,754,665.84,664.31,737.24,734.79
BosworthRue,2016-06-19,2016,2016-05-16,Yuba,55.1,85.2,Verona235,50.1,89.3,54.32539978,79.88000069,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,20.15,20.15,19.7,19.7,17.1,17.1,774.62,774.15,685.54,684.01,754.34,751.89
BosworthRue,2016-06-20,2016,2016-05-16,Yuba,60.3,91.2,Verona235,50.8,96.8,55.59260063,89.6324028,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.75,25.75,23.76,23.65,22.61,22.61,800.37,799.9,709.3,707.66,776.95,774.5
BosworthRue,2016-06-21,2016,2016-05-16,Yuba,60.6,94.9,Verona235,52.1,96.7,58.03159981,95.3059967,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,27.75,27.75,24.37,24.26,26.67,26.66,828.12,827.65,733.67,731.92,803.62,801.16
BosworthRue,2016-06-22,2016,2016-05-16,Yuba,60.8,89.6,Verona235,57.3,89.9,59.20339985,99.52160187,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.2,25.2,23.6,23.6,29.11,28.71,853.32,852.85,757.27,755.52,832.73,829.87
BosworthRue,2016-06-23,2016,2016-05-16,Yuba,59.8,86.3,Verona235,55.5,89.4,61.00699959,95.54179764,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.05,23.05,22.45,22.45,28.27,28.25,876.37,875.9,779.72,777.97,861,858.12
BosworthRue,2016-06-24,2016,2016-05-16,Yuba,59.9,86.8,Verona235,53.6,88.1,59.39600048,92.71579819,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.35,23.35,20.85,20.85,26.06,26.06,899.72,899.25,800.57,798.82,887.06,884.18
BosworthRue,2016-06-25,2016,2016-05-16,Yuba,60.4,93.2,Verona235,53.6,98,59.57420044,91.58180313,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.8,26.8,25.7,25.47,25.58,25.58,926.52,926.05,826.27,824.29,912.64,909.76
BosworthRue,2016-06-26,2016,2016-05-16,Yuba,65.2,97.1,Verona235,56.8,102.4,60.95659981,99.26599808,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,31.08,30.92,29,28.31,29.87,29.5,957.6,956.97,855.27,852.6,942.51,939.26
BosworthRue,2016-06-27,2016,2016-05-16,Yuba,67.3,100.4,Verona235,57.7,102.5,61.27880135,101.8112007,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,33.41,32.91,29.47,28.77,30.97,30.34,991.01,989.88,884.74,881.37,973.48,969.6
BosworthRue,2016-06-28,2016,2016-05-16,Yuba,67.8,100.2,Verona235,57.5,101.4,65.5682003,104.6084023,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,33.58,33.1,28.98,28.4,33.91,33.01,1024.59,1022.98,913.72,909.77,1007.39,1002.61
BosworthRue,2016-06-29,2016,2016-05-16,Yuba,67.3,95.4,Verona235,55,97.6,65.25500069,103.7641991,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,31.35,31.33,26.22,26.03,33.51,32.69,1055.94,1054.31,939.94,935.8,1040.9,1035.3
BosworthRue,2016-06-30,2016,2016-05-16,Yuba,64.2,95.7,Verona235,50.6,99.2,61.47679901,100.3496002,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,29.94,29.91,24.72,24.37,30.55,30.06,1085.88,1084.22,964.66,960.17,1071.45,1065.36
BosworthRue,2016-07-01,2016,2016-05-16,Yuba,69.2,96.4,Verona235,59.3,93.2,60.59839916,100.5043976,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,32.76,32.66,26.25,26.25,30.17,29.67,1118.64,1116.88,990.91,986.42,1101.62,1095.03
BosworthRue,2016-07-02,2016,2016-05-16,Yuba,65.2,87.2,Verona235,58.9,87.4,64.61060104,99.23720016,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.2,26.2,23.15,23.15,31.66,31.29,1144.84,1143.08,1014.06,1009.57,1133.28,1126.32
BosworthRue,2016-07-03,2016,2016-05-16,Yuba,62.8,87.5,Verona235,57.1,88.7,64.04539909,94.58600082,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.15,25.15,22.9,22.9,29.32,29.32,1169.99,1168.23,1036.96,1032.47,1162.6,1155.64
BosworthRue,2016-07-04,2016,2016-05-16,Yuba,60.9,84.2,Verona235,55.9,86.2,63.2480011,95.55439758,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,22.55,22.55,21.05,21.05,29.4,29.37,1192.54,1190.78,1058.01,1053.52,1192,1185.01
BosworthRue,2016-07-05,2016,2016-05-16,Yuba,58.6,81.9,Verona235,56.7,83.2,59.50220051,91.52959747,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,20.25,20.25,19.95,19.95,25.52,25.52,1212.79,1211.03,1077.96,1073.47,1217.52,1210.53
BosworthRue,2016-07-06,2016,2016-05-16,Yuba,57.1,80.9,Verona235,54.6,84,57.47539978,88.69280052,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,19,19,19.3,19.3,23.08,23.08,1231.79,1230.03,1097.26,1092.77,1240.6,1233.61
BosworthRue,2016-07-07,2016,2016-05-16,Yuba,58.4,81.4,Verona235,55.7,83.5,57.63920078,87.32480011,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,19.9,19.9,19.6,19.6,22.48,22.48,1251.69,1249.93,1116.86,1112.37,1263.08,1256.09
BosworthRue,2016-07-08,2016,2016-05-16,Yuba,57.2,85.3,Verona235,55.2,87.2,57.6842001,87.62900124,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.25,21.25,21.2,21.2,22.66,22.66,1272.94,1271.18,1138.06,1133.57,1285.74,1278.75
BosworthRue,2016-07-09,2016,2016-05-16,Yuba,63.7,81,Verona235,56.9,82.9,56.96959953,90.95539703,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,22.35,22.35,19.9,19.9,23.96,23.96,1295.29,1293.53,1157.96,1153.47,1309.7,1302.71
BosworthRue,2016-07-10,2016,2016-05-16,Yuba,55,79.9,Verona235,49.9,85.1,56.35759926,87.51740074,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,17.45,17.45,17.5,17.5,21.94,21.94,1312.74,1310.98,1175.46,1170.97,1331.64,1324.65
BosworthRue,2016-07-11,2016,2016-05-16,Yuba,56.4,92.7,Verona235,54.2,89.9,54.72680073,84.90560036,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,24.55,24.55,22.05,22.05,19.82,19.82,1337.29,1335.53,1197.51,1193.02,1351.46,1344.47
BosworthRue,2016-07-12,2016,2016-05-16,Yuba,58.7,91.1,Verona235,57.5,92.9,57.91999931,91.04720154,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,24.9,24.9,25.2,25.2,24.48,24.48,1362.19,1360.43,1222.71,1218.22,1375.94,1368.95
BosworthRue,2016-07-13,2016,2016-05-16,Yuba,59.3,97.5,Verona235,53.7,98.5,59.57959919,92.01920319,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,28.32,28.13,25.96,25.68,25.8,25.8,1390.51,1388.56,1248.67,1243.9,1401.74,1394.75
BosworthRue,2016-07-14,2016,2016-05-16,Yuba,62.6,95.8,Verona235,58.9,100.5,61.28239937,98.02400055,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,29.19,29.15,29.34,28.84,29.53,29.28,1419.7,1417.71,1278.01,1272.74,1431.27,1424.03
BosworthRue,2016-07-15,2016,2016-05-16,Yuba,64.6,93.1,Verona235,56.4,95.4,62.91319962,100.1084023,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,28.85,28.85,25.9,25.88,31.16,30.7,1448.55,1446.56,1303.91,1298.62,1462.43,1454.73
BosworthRue,2016-07-16,2016,2016-05-16,Yuba,62.3,84.3,Verona235,56.2,89.9,63.13999863,98.11940308,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.3,23.3,23.05,23.05,30.49,30.23,1471.85,1469.86,1326.96,1321.67,1492.92,1484.96
BosworthRue,2016-07-17,2016,2016-05-16,Yuba,59.7,80.8,Verona235,55.3,83.2,60.575,91.60159912,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,20.25,20.25,19.25,19.25,26.09,26.09,1492.1,1490.11,1346.21,1340.92,1519.01,1511.05
BosworthRue,2016-07-18,2016,2016-05-16,Yuba,58.5,79.5,Verona235,54.7,84,58.00999966,88.02320099,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,19,19,19.35,19.35,23.02,23.02,1511.1,1509.11,1365.56,1360.27,1542.03,1534.07
BosworthRue,2016-07-19,2016,2016-05-16,Yuba,58.5,84.6,Verona235,55.9,86.7,57.20540047,85.94419975,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.55,21.55,21.3,21.3,21.57,21.57,1532.65,1530.66,1386.86,1381.57,1563.6,1555.64
BosworthRue,2016-07-20,2016,2016-05-16,Yuba,57.6,90.1,Verona235,55.9,90,58.05860043,88.97179832,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.85,23.85,22.95,22.95,23.52,23.52,1556.5,1554.51,1409.81,1404.52,1587.12,1579.16
BosworthRue,2016-07-21,2016,2016-05-16,Yuba,57.8,85.2,Verona235,56.3,89,57.70939999,91.80860214,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.5,21.5,22.65,22.65,24.76,24.76,1578,1576.01,1432.46,1427.17,1611.88,1603.92
BosworthRue,2016-07-22,2016,2016-05-16,Yuba,55.5,91.2,Verona235,50.2,98.2,56.92100048,92.21539841,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.35,23.35,24.09,23.85,24.57,24.57,1601.35,1599.36,1456.55,1451.02,1636.45,1628.49
BosworthRue,2016-07-23,2016,2016-05-16,Yuba,57.9,95.5,Verona235,55.3,99.7,55.14980011,95.51120071,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,26.7,26.68,27.25,26.84,25.33,25.31,1628.05,1626.04,1483.8,1477.86,1661.78,1653.8
BosworthRue,2016-07-24,2016,2016-05-16,Yuba,62.4,93.4,Verona235,57.2,97.9,61.29140129,101.2909981,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,27.9,27.9,27.45,27.22,30.8,30.21,1655.95,1653.94,1511.25,1505.08,1692.58,1684.01
BosworthRue,2016-07-25,2016,2016-05-16,Yuba,62.9,96.3,Verona235,58.2,95.9,64.35859871,102.5311966,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,29.57,29.49,27.04,26.99,32.7,32,1685.52,1683.43,1538.29,1532.07,1725.28,1716.01
BosworthRue,2016-07-26,2016,2016-05-16,Yuba,61.7,99.2,Verona235,54.3,100.9,62.80699959,99.25339813,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,30.21,29.85,27.23,26.7,30.78,30.41,1715.73,1713.28,1565.52,1558.77,1756.06,1746.42
BosworthRue,2016-07-27,2016,2016-05-16,Yuba,64.5,100.7,Verona235,61.4,101.3,63.14360008,103.1305969,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,32.15,31.62,30.85,30.27,32.31,31.55,1747.88,1744.9,1596.37,1589.04,1788.37,1777.97
BosworthRue,2016-07-28,2016,2016-05-16,Yuba,65.6,98.5,Verona235,58.5,98.1,67.09820099,104.1206024,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,31.86,31.56,28.18,27.93,34.49,33.64,1779.74,1776.46,1624.55,1616.97,1822.86,1811.61
BosworthRue,2016-07-29,2016,2016-05-16,Yuba,66.4,98.1,Verona235,58.3,96.7,67.56259995,102.3025986,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,32.1,31.83,27.46,27.35,34.17,33.48,1811.84,1808.29,1652.01,1644.32,1857.03,1845.09
BosworthRue,2016-07-30,2016,2016-05-16,Yuba,66.5,92.4,Verona235,60.6,95.5,68.17099876,102.9614006,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,29.45,29.45,28.05,28.02,34.66,33.91,1841.29,1837.74,1680.06,1672.34,1891.69,1879
BosworthRue,2016-07-31,2016,2016-05-16,Yuba,62.5,88,Verona235,58,91.1,67.72820168,102.5419975,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25.25,25.25,24.55,24.55,34.32,33.61,1866.54,1862.99,1704.61,1696.89,1926.01,1912.61
BosworthRue,2016-08-01,2016,2016-05-16,Yuba,59.6,86.8,Verona235,55.6,89.6,62.64679832,95.54720154,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,23.2,23.2,22.6,22.6,29.09,29.07,1889.74,1886.19,1727.21,1719.49,1955.1,1941.68
BosworthRue,2016-08-02,2016,2016-05-16,Yuba,58.1,91.9,Verona235,50.8,91.8,58.68680038,93.57440033,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,25,25,21.3,21.3,26.13,26.13,1914.74,1911.19,1748.51,1740.79,1981.23,1967.81
BosworthRue,2016-08-03,2016,2016-05-16,Yuba,61.8,94.1,Verona235,55.1,96.4,57.09379997,94.71739731,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,27.95,27.95,25.73,25.64,25.91,25.91,1942.69,1939.14,1774.24,1766.43,2007.14,1993.72
BosworthRue,2016-08-04,2016,2016-05-16,Yuba,57.8,83.3,Verona235,53.9,82.7,58.97660084,99.04460297,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,20.55,20.55,18.3,18.3,28.81,28.46,1963.24,1959.69,1792.54,1784.73,2035.95,2022.18
BosworthRue,2016-08-05,2016,2016-05-16,Yuba,55,82.2,Verona235,52.1,83.2,55.67899952,88.60279846,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,18.6,18.6,17.65,17.65,22.14,22.14,1981.84,1978.29,1810.19,1802.38,2058.09,2044.32
BosworthRue,2016-08-06,2016,2016-05-16,Yuba,58.4,84.1,Verona235,53.2,86.3,55.37660084,86.58319893,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,21.25,21.25,19.75,19.75,20.98,20.98,2003.09,1999.54,1829.94,1822.13,2079.07,2065.3
BosworthRue,2016-08-07,2016,2016-05-16,Yuba,56.2,89.6,Verona235,53.1,87.2,57.36019955,89.67739868,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,22.9,22.9,20.15,20.15,23.52,23.52,2025.99,2022.44,1850.09,1842.28,2102.59,2088.82
BosworthRue,2016-08-08,2016,2016-05-16,Yuba,57.6,87.5,Verona235,49,89.1,57.72199993,91.45579681,Heading,preHeading,preHeading,preHeading,preHeading,Notplanted,22.55,22.55,19.06,19.12,24.59,24.59,2048.54,2044.99,1869.15,1861.4,2127.18,2113.41
BosworthRue,2016-08-09,2016,2016-05-16,Yuba,57.6,92.1,Verona235,52,95.8,58.98920078,93.5114006,Heading,preHeading,preHeading,preHeading,preHeading,Notplanted,24.85,24.85,23.89,23.85,26.25,26.25,2073.39,2069.84,1893.04,1885.25,2153.43,2139.66
BosworthRue,2016-08-10,2016,2016-05-16,Yuba,58.2,90.2,Verona235,56,91.7,56.77700062,94.64179764,Heading,Heading,preHeading,Heading,preHeading,Notplanted,24.2,24.2,23.85,23.85,25.71,25.71,2097.59,2094.04,1916.89,1909.1,2179.14,2165.37
BosworthRue,2016-08-11,2016,2016-05-16,Yuba,59.2,91,Verona235,53,91.7,60.65419941,92.7769989,Heading,Heading,preHeading,Heading,preHeading,Notplanted,25.1,25.1,22.35,22.35,26.72,26.72,2122.69,2119.14,1939.24,1931.45,2205.86,2192.09
BosworthRue,2016-08-12,2016,2016-05-16,Yuba,60.1,96.9,Verona235,56.5,94.2,60.91879997,95.15840225,Heading,Heading,preHeading,Heading,preHeading,Notplanted,28.45,28.32,25.35,25.35,28.04,28.03,2151.14,2147.46,1964.59,1956.8,2233.9,2220.12
BosworthRue,2016-08-13,2016,2016-05-16,Yuba,60.7,97.2,Verona235,54.2,97.4,61.67840157,98.30299835,Heading,Heading,preHeading,Heading,preHeading,Notplanted,28.88,28.72,25.73,25.56,29.84,29.57,2180.02,2176.18,1990.32,1982.36,2263.74,2249.69
BosworthRue,2016-08-14,2016,2016-05-16,Yuba,60.4,97.2,Verona235,55.9,95.9,62.63779984,100.1210022,Heading,Heading,preHeading,Heading,preHeading,Notplanted,28.73,28.57,25.89,25.84,31.03,30.56,2208.75,2204.75,2016.21,2008.2,2294.77,2280.25
BosworthRue,2016-08-15,2016,2016-05-16,Yuba,59.9,92.8,Verona235,52.4,92.4,63.79340019,100.6952026,Heading,Heading,preHeading,Heading,Heading,Notplanted,26.35,26.35,22.4,22.4,31.8,31.28,2235.1,2231.1,2038.61,2030.6,2326.57,2311.53
BosworthRue,2016-08-16,2016,2016-05-16,Yuba,60.2,91.3,Verona235,54.2,91.8,61.91959953,95.8460022,Heading,Heading,Heading,Heading,Heading,Notplanted,25.75,25.75,23,23,28.87,28.83,2260.85,2256.85,2061.61,2053.6,2355.44,2340.36
BosworthRue,2016-08-17,2016,2016-05-16,Yuba,60.6,92.5,Verona235,55.3,92.3,62.29039841,97.59920044,Heading,Heading,Heading,Heading,Heading,Notplanted,26.55,26.55,23.8,23.8,29.85,29.64,2287.4,2283.4,2085.41,2077.4,2385.29,2370
BosworthRue,2016-08-18,2016,2016-05-16,Yuba,61.3,92.5,Verona235,55.3,91.9,63.67639923,99.18680038,Heading,Heading,Heading,Heading,Heading,Notplanted,26.9,26.9,23.6,23.6,31.18,30.81,2314.3,2310.3,2109.01,2101,2416.47,2400.81
BosworthRue,2016-08-19,2016,2016-05-16,Yuba,62.5,87.3,Verona235,56.4,88.4,64.30639992,97.73420181,Heading,Heading,Heading,Heading,Heading,Notplanted,24.9,24.9,22.4,22.4,30.91,30.69,2339.2,2335.2,2131.41,2123.4,2447.38,2431.5
