Year,Location,Plant_Date,County,Date,LocMinTempF,LocMaxTempF,CIMIS,StatMinTempF,StatMaxTempF,HeadM105,HeadM206,HeadM209,HeadM210,HeadM211,HeadM401,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-07,63.3,89.5,Verona235,56.0,99.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-08,60.3,86.4,Verona235,59.6,93.4,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-09,59.4,90.6,Verona235,55.2,97.3,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-10,64.3,91.2,Verona235,54.7,97.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-11,61.2,92.3,Verona235,57.1,97.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-12,63.1,89.1,Verona235,58.5,97.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-13,67.2,89.2,Verona235,66.9,96.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-14,64.6,90.7,Verona235,63.0,97.3,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-15,61.9,87.6,Verona235,60.3,93.6,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-16,60.1,90.5,Verona235,55.7,96.7,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-17,61.5,92.2,Verona235,57.6,98.4,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-18,63.7,94.5,Verona235,58.2,101.1,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-19,64.3,89.5,Verona235,69.3,96.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-20,63.4,87.4,Verona235,61.8,96.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-21,64.4,88.5,Verona235,64.1,95.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-22,63.4,90.2,Verona235,62.5,96.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-23,63.5,93.1,Verona235,63.0,100.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-24,62.0,93.3,Verona235,60.1,102.6,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-25,64.0,97.7,Verona235,57.1,107.1,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-26,63.6,90.8,Verona235,59.1,100.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-27,60.9,88.2,Verona235,56.9,97.4,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-28,61.3,91.1,Verona235,57.2,98.3,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-29,61.0,83.3,Verona235,57.2,91.3,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-30,62.1,90.1,Verona235,56.0,97.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-07-31,62.1,88.5,Verona235,59.5,96.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-01,60.3,84.9,Verona235,59.1,91.7,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-02,58.9,87.2,Verona235,56.6,93.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-03,58.5,84.5,Verona235,53.0,88.6,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-04,61.7,87.7,Verona235,56.2,97.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-05,58.9,85.7,Verona235,53.4,90.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-06,61.6,88.6,Verona235,56.9,95.4,Heading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-07,59.4,84.5,Verona235,55.7,88.5,Heading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-08,59.2,87.7,Verona235,55.3,92.8,Heading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-09,61.2,92.3,Verona235,57.0,98.0,Heading,preHeading,preHeading,Heading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-10,61.1,92.6,Verona235,55.7,100.5,Heading,Heading,preHeading,Heading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-11,61.6,90.7,Verona235,64.6,95.1,Heading,Heading,preHeading,Heading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-12,60.6,88.0,Verona235,56.3,93.1,Heading,Heading,preHeading,Heading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-13,58.7,86.3,Verona235,56.6,90.6,Heading,Heading,preHeading,Heading,preHeading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-14,57.0,82.7,Verona235,55.7,87.4,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-15,57.0,83.2,Verona235,55.7,87.2,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-16,58.1,87.5,Verona235,56.6,91.9,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-17,59.4,92.2,Verona235,56.9,96.8,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-18,58.9,94.3,Verona235,53.2,99.4,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-19,58.0,90.0,Verona235,53.8,93.9,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-20,56.3,85.1,Verona235,49.9,89.7,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-21,54.1,76.0,Verona235,53.3,80.0,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-22,55.9,82.7,Verona235,54.3,85.2,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-23,55.5,79.3,Verona235,54.6,83.0,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-24,54.6,79.5,Verona235,53.5,82.5,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-25,54.7,83.9,Verona235,50.1,87.4,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-26,53.6,80.8,Verona235,53.6,84.3,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-27,54.9,79.8,Verona235,54.6,82.4,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-28,56.0,76.1,Verona235,54.9,78.9,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-29,55.4,79.1,Verona235,55.3,82.4,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-30,54.5,75.8,Verona235,55.0,78.9,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-08-31,54.8,82.8,Verona235,51.0,88.2,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-01,55.6,87.7,Verona235,54.6,89.8,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-02,55.6,88.9,Verona235,52.4,92.7,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-03,55.1,86.5,Verona235,52.9,91.0,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-04,54.7,86.1,Verona235,53.0,89.7,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-05,54.1,85.2,Verona235,54.3,89.4,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-06,51.8,85.0,Verona235,49.2,88.4,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-07,52.3,90.8,Verona235,50.2,97.7,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-08,53.2,89.2,Verona235,52.9,93.7,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-09,51.0,88.9,Verona235,49.9,90.5,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-10,51.6,87.8,Verona235,49.2,92.5,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-11,52.4,84.5,Verona235,49.9,88.2,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-12,49.0,73.7,Verona235,52.6,78.0,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-13,53.4,78.3,Verona235,54.3,81.6,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-14,47.3,77.1,Verona235,46.1,81.2,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-15,51.0,75.8,Verona235,51.9,80.6,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-16,46.9,77.6,Verona235,44.3,82.6,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-17,45.7,80.6,Verona235,43.0,83.6,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-18,48.9,79.5,Verona235,45.6,84.8,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-19,46.9,83.9,Verona235,45.5,89.5,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-20,44.4,85.8,Verona235,47.3,90.1,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-21,47.0,88.9,Verona235,46.0,93.5,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-22,48.2,87.3,Verona235,51.8,91.3,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-23,48.5,85.5,Verona235,51.4,89.0,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-24,46.4,87.7,Verona235,44.9,92.6,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-25,45.4,91.8,Verona235,45.2,94.9,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-26,46.2,91.5,Verona235,44.9,96.2,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-27,48.0,92.6,Verona235,48.1,94.4,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-28,49.2,79.9,Verona235,51.5,81.8,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-29,53.3,75.9,Verona235,52.5,76.0,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-09-30,53.3,80.7,Verona235,53.3,82.7,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-10-01,55.0,81.2,Verona235,55.9,81.3,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Lauppe,5/18/18,Sutter,2018-10-02,60.1,82.8,Verona235,60.1,83.8,Heading,Heading,Heading,Heading,Heading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-05-21,57.1,82.8,Davis6,47.9,83.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-05-22,53.6,76.4,Davis6,54.2,77.7,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-05-23,53.7,71.8,Davis6,53.5,73.5,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-05-24,51.1,75.6,Davis6,51.3,76.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-05-25,53.4,66.3,Davis6,54.0,67.6,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-05-26,53.1,77.0,Davis6,55.3,74.6,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-05-27,57.7,93.3,Davis6,51.5,89.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-05-28,60.4,96.6,Davis6,57.1,93.7,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-05-29,61.8,98.1,Davis6,60.7,98.1,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-05-30,52.3,72.7,Davis6,52.6,75.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-05-31,49.6,82.5,Davis6,51.3,73.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-01,54.3,87.5,Davis6,48.1,85.3,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-02,60.9,99.0,Davis6,54.0,94.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-03,67.2,99.9,Davis6,58.3,99.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-04,62.4,91.9,Davis6,57.5,92.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-05,55.5,87.6,Davis6,51.9,83.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-06,52.5,78.9,Davis6,53.2,81.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-07,53.5,81.2,Davis6,53.5,82.3,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-08,51.8,87.4,Davis6,51.9,89.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-09,55.6,78.5,Davis6,58.1,79.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-10,50.0,79.6,Davis6,51.5,81.7,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-11,50.8,87.3,Davis6,51.6,88.6,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-12,55.9,94.7,Davis6,57.3,96.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-13,56.6,93.8,Davis6,58.5,97.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-14,56.6,86.6,Davis6,57.3,87.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-15,55.4,79.0,Davis6,56.3,80.7,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-16,50.7,79.3,Davis6,52.1,82.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-17,52.8,76.8,Davis6,51.7,78.3,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-18,54.3,86.7,Davis6,55.8,87.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-19,54.6,88.9,Davis6,55.4,91.4,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-20,53.4,85.2,Davis6,54.6,89.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-21,51.0,90.7,Davis6,50.5,93.4,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-22,56.9,96.5,Davis6,57.5,98.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-23,63.9,94.0,Davis6,68.4,98.5,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-24,61.6,88.3,Davis6,61.1,93.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-25,55.8,81.4,Davis6,56.9,85.4,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-26,52.9,87.2,Davis6,54.7,89.7,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-27,53.3,80.4,Davis6,53.8,84.6,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-28,53.6,85.6,Davis6,54.4,86.6,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-29,55.2,90.9,Davis6,57.4,95.4,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-06-30,61.2,93.2,Davis6,67.5,99.4,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-01,58.6,89.8,Davis6,62.0,95.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-02,56.8,84.9,Davis6,58.9,89.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-03,55.7,81.3,Davis6,56.6,83.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-04,55.7,75.4,Davis6,57.0,77.4,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-05,52.2,85.4,Davis6,51.4,88.3,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-06,61.5,86.3,Davis6,63.4,91.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-07,57.9,91.5,Davis6,58.6,94.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-08,55.9,89.3,Davis6,57.0,94.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-09,55.0,92.0,Davis6,56.5,96.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-10,56.9,91.4,Davis6,60.4,95.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-11,56.9,91.6,Davis6,56.5,94.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-12,58.2,90.4,Davis6,60.5,95.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-13,65.5,91.2,Davis6,66.4,94.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-14,61.8,89.5,Davis6,63.8,96.3,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-15,58.6,87.4,Davis6,60.2,92.4,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-16,55.6,91.8,Davis6,57.1,97.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-17,56.0,93.0,Davis6,57.1,97.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-18,58.2,94.4,Davis6,58.6,99.7,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-19,58.5,91.9,Davis6,59.1,97.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-20,61.9,88.6,Davis6,61.7,93.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-21,63.6,90.9,Davis6,65.8,95.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-22,61.4,88.9,Davis6,63.2,95.3,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-23,60.5,92.6,Davis6,61.8,98.9,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-24,58.6,93.3,Davis6,60.4,99.1,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-25,57.9,97.1,Davis6,56.9,102.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-26,58.5,91.2,Davis6,62.0,96.5,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-27,55.2,87.7,Davis6,57.9,93.3,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-28,55.6,90.7,Davis6,57.9,96.0,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-29,56.0,87.8,Davis6,58.6,92.3,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-30,56.3,91.1,Davis6,58.8,93.4,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-07-31,56.5,89.8,Davis6,57.8,93.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-08-01,55.6,87.0,Davis6,57.6,90.4,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-08-02,54.3,87.3,Davis6,56.3,91.7,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-08-03,53.3,89.8,Davis6,55.5,92.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-08-04,57.4,92.7,Davis6,61.2,96.7,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-08-05,55.7,88.1,Davis6,56.6,90.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-08-06,55.8,88.4,Davis6,58.9,93.8,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-08-07,55.8,84.7,Davis6,57.0,87.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
2018,Rehmann,5/21/18,SouthYolo,2018-08-08,54.4,88.1,Davis6,54.5,91.2,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,,,,
