Row,Location,Years,start_date,end_date,lat,lon
1,BosworthRue,2016,5/16/16,10/13/16,39.025883,-121.533774
2,BosworthRue,2017,5/23/17,10/17/17,39.025883,-121.533774
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
