Location,Date,Year,County,LocMinTempF,LocMaxTempF,PRISMMinTempF,PRISMaxTempF,MINDif_PRISMLOC,MAXDif_PRISMLOC,MINDif_OUT,MAXDif_OUT
BosworthRue,2016-05-16,2016,Yuba,74.1,84.1,54.07160015,83.19920044,-20.02839985,-0.900799561,1,0
BosworthRue,2016-05-17,2016,Yuba,63.8,87.5,56.22440033,86.11160049,-7.57559967,-1.388399506,0,0
BosworthRue,2016-05-18,2016,Yuba,65.1,93.1,61.81339951,90.70159912,-3.286600494,-2.398400879,0,0
BosworthRue,2016-05-19,2016,Yuba,62.1,80.2,61.51640129,95.16739731,-0.583598709,14.96739731,0,0
BosworthRue,2016-05-20,2016,Yuba,53.7,62.7,55.52959919,82.04180107,1.82959919,19.34180107,0,0
BosworthRue,2016-05-21,2016,Yuba,52.1,67.8,50.48239937,67.55360146,-1.617600632,-0.246398544,0,0
BosworthRue,2016-05-22,2016,Yuba,51.1,70.8,49.25119934,69.43460159,-1.848800659,-1.365398407,0,0
BosworthRue,2016-05-23,2016,Yuba,53.4,73.8,49.01720085,72.91220016,-4.382799149,-0.887799835,0,0
BosworthRue,2016-05-24,2016,Yuba,56.7,74.9,50.57959919,75.40340157,-6.12040081,0.503401566,0,0
BosworthRue,2016-05-25,2016,Yuba,56,80,54.32899952,77.63720016,-1.671000481,-2.362799835,0,0
BosworthRue,2016-05-26,2016,Yuba,57.3,82.8,53.19139957,80.59100151,-4.108600426,-2.208998489,0,0
BosworthRue,2016-05-27,2016,Yuba,61.6,84.8,54.88159981,85.3682003,-6.718400192,0.568200302,0,0
BosworthRue,2016-05-28,2016,Yuba,61.9,86.2,56.31979942,87.91339951,-5.580200577,1.713399506,0,0
BosworthRue,2016-05-29,2016,Yuba,63.9,90.4,58.24940033,89.12119865,-5.65059967,-1.278801346,0,0
BosworthRue,2016-05-30,2016,Yuba,65.4,93.1,58.39159946,91.89500275,-7.008400536,-1.204997253,0,0
BosworthRue,2016-05-31,2016,Yuba,69.8,97.8,59.30779915,96.24560242,-10.49220085,-1.554397583,0,0
BosworthRue,2016-06-01,2016,Yuba,69.5,93.6,62.83399849,100.9346016,-6.666001511,7.334601593,0,0
BosworthRue,2016-06-02,2016,Yuba,63.2,93,60.39680004,98.56399918,-2.803199959,5.563999176,0,0
BosworthRue,2016-06-03,2016,Yuba,68,96.9,59.01440067,97.77559967,-8.985599327,0.87559967,0,0
BosworthRue,2016-06-04,2016,Yuba,70.1,89.5,63.87619934,102.1748001,-6.223800659,12.67480011,0,0
BosworthRue,2016-06-05,2016,Yuba,69.6,96.2,64.47920113,93.85700302,-5.120798874,-2.342996979,0,0
BosworthRue,2016-06-06,2016,Yuba,68.1,93.2,63.81680107,100.7078026,-4.283198929,7.507802582,0,0
BosworthRue,2016-06-07,2016,Yuba,62.8,89.1,62.35340157,97.63520126,-0.446598434,8.535201263,0,0
BosworthRue,2016-06-08,2016,Yuba,59.6,84.5,58.40419941,93.1730011,-1.195800591,8.673001099,0,0
BosworthRue,2016-06-09,2016,Yuba,58.8,82.8,57.55820065,89.47220154,-1.241799355,6.672201538,0,0
BosworthRue,2016-06-10,2016,Yuba,61.2,81.2,56.65639992,86.24659843,-4.543600082,5.046598434,0,0
BosworthRue,2016-06-11,2016,Yuba,58.2,85.2,54.89600048,84.45380135,-3.303999519,-0.746198654,0,0
BosworthRue,2016-06-12,2016,Yuba,60.9,86.2,56.49620037,89.16439896,-4.403799629,2.964398956,0,0
BosworthRue,2016-06-13,2016,Yuba,60.4,80.4,59.24119968,90.49099808,-1.158800316,10.09099808,0,0
BosworthRue,2016-06-14,2016,Yuba,58.8,75.2,57.9092001,85.7048008,-0.890799904,10.5048008,0,0
BosworthRue,2016-06-15,2016,Yuba,55.2,69,54.04280052,77.97380066,-1.157199478,8.973800659,0,0
BosworthRue,2016-06-16,2016,Yuba,53.6,70.5,51.67040081,71.05819893,-1.92959919,0.558198929,0,0
BosworthRue,2016-06-17,2016,Yuba,57.2,73.9,51.36800041,75.39260063,-5.831999588,1.492600632,0,0
BosworthRue,2016-06-18,2016,Yuba,59,76.8,56.80580025,77.26279984,-2.194199753,0.462799835,0,0
BosworthRue,2016-06-19,2016,Yuba,55.1,85.2,54.32539978,79.88000069,-0.77460022,-5.319999313,0,0
BosworthRue,2016-06-20,2016,Yuba,60.3,91.2,55.59260063,89.6324028,-4.707399368,-1.567597198,0,0
BosworthRue,2016-06-21,2016,Yuba,60.6,94.9,58.03159981,95.3059967,-2.568400192,0.405996704,0,0
BosworthRue,2016-06-22,2016,Yuba,60.8,89.6,59.20339985,99.52160187,-1.596600151,9.921601868,0,0
BosworthRue,2016-06-23,2016,Yuba,59.8,86.3,61.00699959,95.54179764,1.206999588,9.241797638,0,0
BosworthRue,2016-06-24,2016,Yuba,59.9,86.8,59.39600048,92.71579819,-0.503999519,5.915798187,0,0
BosworthRue,2016-06-25,2016,Yuba,60.4,93.2,59.57420044,91.58180313,-0.825799561,-1.618196869,0,0
BosworthRue,2016-06-26,2016,Yuba,65.2,97.1,60.95659981,99.26599808,-4.243400192,2.165998077,0,0
BosworthRue,2016-06-27,2016,Yuba,67.3,100.4,61.27880135,101.8112007,-6.021198654,1.411200714,0,0
BosworthRue,2016-06-28,2016,Yuba,67.8,100.2,65.5682003,104.6084023,-2.231799698,4.408402252,0,0
BosworthRue,2016-06-29,2016,Yuba,67.3,95.4,65.25500069,103.7641991,-2.044999313,8.364199066,0,0
BosworthRue,2016-06-30,2016,Yuba,64.2,95.7,61.47679901,100.3496002,-2.723200989,4.64960022,0,0
BosworthRue,2016-07-01,2016,Yuba,69.2,96.4,60.59839916,100.5043976,-8.601600838,4.104397583,0,0
BosworthRue,2016-07-02,2016,Yuba,65.2,87.2,64.61060104,99.23720016,-0.589398956,12.03720016,0,0
BosworthRue,2016-07-03,2016,Yuba,62.8,87.5,64.04539909,94.58600082,1.245399094,7.086000824,0,0
BosworthRue,2016-07-04,2016,Yuba,60.9,84.2,63.2480011,95.55439758,2.348001099,11.35439758,0,0
BosworthRue,2016-07-05,2016,Yuba,58.6,81.9,59.50220051,91.52959747,0.902200508,9.629597473,0,0
BosworthRue,2016-07-06,2016,Yuba,57.1,80.9,57.47539978,88.69280052,0.37539978,7.792800522,0,0
BosworthRue,2016-07-07,2016,Yuba,58.4,81.4,57.63920078,87.32480011,-0.760799217,5.92480011,0,0
BosworthRue,2016-07-08,2016,Yuba,57.2,85.3,57.6842001,87.62900124,0.484200096,2.329001236,0,0
BosworthRue,2016-07-09,2016,Yuba,63.7,81,56.96959953,90.95539703,-6.730400467,9.955397034,0,0
BosworthRue,2016-07-10,2016,Yuba,55,79.9,56.35759926,87.51740074,1.357599258,7.617400742,0,0
BosworthRue,2016-07-11,2016,Yuba,56.4,92.7,54.72680073,84.90560036,-1.673199272,-7.794399643,0,0
BosworthRue,2016-07-12,2016,Yuba,58.7,91.1,57.91999931,91.04720154,-0.780000687,-0.052798462,0,0
BosworthRue,2016-07-13,2016,Yuba,59.3,97.5,59.57959919,92.01920319,0.27959919,-5.480796814,0,0
BosworthRue,2016-07-14,2016,Yuba,62.6,95.8,61.28239937,98.02400055,-1.317600632,2.224000549,0,0
BosworthRue,2016-07-15,2016,Yuba,64.6,93.1,62.91319962,100.1084023,-1.686800385,7.008402252,0,0
BosworthRue,2016-07-16,2016,Yuba,62.3,84.3,63.13999863,98.11940308,0.839998627,13.81940308,0,0
BosworthRue,2016-07-17,2016,Yuba,59.7,80.8,60.575,91.60159912,0.875,10.80159912,0,0
BosworthRue,2016-07-18,2016,Yuba,58.5,79.5,58.00999966,88.02320099,-0.490000343,8.523200989,0,0
BosworthRue,2016-07-19,2016,Yuba,58.5,84.6,57.20540047,85.94419975,-1.294599533,1.344199753,0,0
BosworthRue,2016-07-20,2016,Yuba,57.6,90.1,58.05860043,88.97179832,0.458600426,-1.128201675,0,0
BosworthRue,2016-07-21,2016,Yuba,57.8,85.2,57.70939999,91.80860214,-0.090600014,6.608602142,0,0
BosworthRue,2016-07-22,2016,Yuba,55.5,91.2,56.92100048,92.21539841,1.421000481,1.015398407,0,0
BosworthRue,2016-07-23,2016,Yuba,57.9,95.5,55.14980011,95.51120071,-2.75019989,0.011200714,0,0
BosworthRue,2016-07-24,2016,Yuba,62.4,93.4,61.29140129,101.2909981,-1.108598709,7.890998077,0,0
BosworthRue,2016-07-25,2016,Yuba,62.9,96.3,64.35859871,102.5311966,1.458598709,6.231196594,0,0
BosworthRue,2016-07-26,2016,Yuba,61.7,99.2,62.80699959,99.25339813,1.106999588,0.053398132,0,0
BosworthRue,2016-07-27,2016,Yuba,64.5,100.7,63.14360008,103.1305969,-1.356399918,2.430596924,0,0
BosworthRue,2016-07-28,2016,Yuba,65.6,98.5,67.09820099,104.1206024,1.498200989,5.620602417,0,0
BosworthRue,2016-07-29,2016,Yuba,66.4,98.1,67.56259995,102.3025986,1.162599945,4.202598572,0,0
BosworthRue,2016-07-30,2016,Yuba,66.5,92.4,68.17099876,102.9614006,1.670998764,10.5614006,0,0
BosworthRue,2016-07-31,2016,Yuba,62.5,88,67.72820168,102.5419975,5.228201675,14.54199753,0,0
BosworthRue,2016-08-01,2016,Yuba,59.6,86.8,62.64679832,95.54720154,3.046798325,8.747201538,0,0
BosworthRue,2016-08-02,2016,Yuba,58.1,91.9,58.68680038,93.57440033,0.586800385,1.67440033,0,0
BosworthRue,2016-08-03,2016,Yuba,61.8,94.1,57.09379997,94.71739731,-4.706200027,0.617397308,0,0
BosworthRue,2016-08-04,2016,Yuba,57.8,83.3,58.97660084,99.04460297,1.176600838,15.74460297,0,0
BosworthRue,2016-08-05,2016,Yuba,55,82.2,55.67899952,88.60279846,0.678999519,6.402798462,0,0
BosworthRue,2016-08-06,2016,Yuba,58.4,84.1,55.37660084,86.58319893,-3.023399162,2.483198929,0,0
BosworthRue,2016-08-07,2016,Yuba,56.2,89.6,57.36019955,89.67739868,1.160199547,0.077398682,0,0
BosworthRue,2016-08-08,2016,Yuba,57.6,87.5,57.72199993,91.45579681,0.121999931,3.955796814,0,0
BosworthRue,2016-08-09,2016,Yuba,57.6,92.1,58.98920078,93.5114006,1.389200783,1.411400604,0,0
BosworthRue,2016-08-10,2016,Yuba,58.2,90.2,56.77700062,94.64179764,-1.422999382,4.441797638,0,0
BosworthRue,2016-08-11,2016,Yuba,59.2,91,60.65419941,92.7769989,1.454199409,1.776998901,0,0
BosworthRue,2016-08-12,2016,Yuba,60.1,96.9,60.91879997,95.15840225,0.818799973,-1.741597748,0,0
BosworthRue,2016-08-13,2016,Yuba,60.7,97.2,61.67840157,98.30299835,0.978401566,1.102998352,0,0
BosworthRue,2016-08-14,2016,Yuba,60.4,97.2,62.63779984,100.1210022,2.237799835,2.921002197,0,0
BosworthRue,2016-08-15,2016,Yuba,59.9,92.8,63.79340019,100.6952026,3.893400192,7.895202637,0,0
BosworthRue,2016-08-16,2016,Yuba,60.2,91.3,61.91959953,95.8460022,1.719599533,4.546002197,0,0
BosworthRue,2016-08-17,2016,Yuba,60.6,92.5,62.29039841,97.59920044,1.690398407,5.099200439,0,0
BosworthRue,2016-08-18,2016,Yuba,61.3,92.5,63.67639923,99.18680038,2.376399231,6.686800385,0,0
BosworthRue,2016-08-19,2016,Yuba,62.5,87.3,64.30639992,97.73420181,1.806399918,10.43420181,0,0
BosworthRue,2016-08-20,2016,Yuba,60.1,91.3,64.22360077,93.62839813,4.123600769,2.328398132,0,0
BosworthRue,2016-08-21,2016,Yuba,59.6,84.9,61.46600151,94.11980286,1.866001511,9.219802856,0,0
BosworthRue,2016-08-22,2016,Yuba,58.7,87.5,60.57140026,91.00039978,1.871400261,3.50039978,0,0
BosworthRue,2016-08-23,2016,Yuba,56.9,84.1,59.48060036,90.95179901,2.580600357,6.851799011,0,0
BosworthRue,2016-08-24,2016,Yuba,54.9,85.8,58.21699924,89.61259995,3.316999245,3.812599945,0,0
BosworthRue,2016-08-25,2016,Yuba,55,87,55.26679935,90.43340225,0.266799355,3.433402252,0,0
BosworthRue,2016-08-26,2016,Yuba,53.3,83.9,54.83479977,91.49359665,1.534799767,7.593596649,0,0
BosworthRue,2016-08-27,2016,Yuba,54.7,82.5,54.99680004,87.86299973,0.296800041,5.362999725,0,0
BosworthRue,2016-08-28,2016,Yuba,54,88.3,56.64199924,86.84599876,2.641999245,-1.454001236,0,0
BosworthRue,2016-08-29,2016,Yuba,53.3,84.2,55.19660015,90.38480148,1.896600151,6.184801483,0,0
BosworthRue,2016-08-30,2016,Yuba,54.6,88.5,56.67619934,89.04740143,2.076199341,0.547401428,0,0
BosworthRue,2016-08-31,2016,Yuba,56.6,85.8,58.27100048,91.88959885,1.671000481,6.089598846,0,0
BosworthRue,2016-09-01,2016,Yuba,53.8,84.3,59.92700062,90.42260132,6.127000618,6.122601318,0,0
BosworthRue,2016-09-02,2016,Yuba,53.4,87.4,56.73559933,87.28700027,3.335599327,-0.112999725,0,0
BosworthRue,2016-09-03,2016,Yuba,54.6,80.9,56.2567997,89.7385994,1.656799698,8.838599396,0,0
BosworthRue,2016-09-04,2016,Yuba,53.4,79.1,57.59240074,84.90739937,4.192400742,5.807399368,0,0
BosworthRue,2016-09-05,2016,Yuba,50.9,84.4,54.26059933,79.70719948,3.360599327,-4.692800522,0,0
BosworthRue,2016-09-06,2016,Yuba,49.4,87.7,53.74399986,88.25899849,4.343999863,0.558998489,0,0
BosworthRue,2016-09-07,2016,Yuba,51,90.3,54.83839951,91.02380066,3.838399506,0.723800659,0,0
BosworthRue,2016-09-08,2016,Yuba,55.1,91.9,57.27199993,95.05219879,2.171999931,3.152198792,0,0
BosworthRue,2016-09-09,2016,Yuba,53.7,89.5,60.35719948,92.90299835,6.657199478,3.402998352,0,0
BosworthRue,2016-09-10,2016,Yuba,55.6,90.2,57.42859974,92.18300247,1.828599739,1.983002472,0,0
BosworthRue,2016-09-11,2016,Yuba,53.3,80.5,59.1817997,92.28019714,5.881799698,11.78019714,0,0
BosworthRue,2016-09-12,2016,Yuba,52.8,75.1,55.33159981,83.87420044,2.531599808,8.774200439,0,0
BosworthRue,2016-09-13,2016,Yuba,52.5,72.7,52.8475996,77.18720016,0.347599602,4.487200165,0,0
BosworthRue,2016-09-14,2016,Yuba,47.4,80.7,53.50459919,75.02179832,6.10459919,-5.678201675,0,0
BosworthRue,2016-09-15,2016,Yuba,46.4,84.7,50.50580025,81.09679832,4.105800247,-3.603201675,0,0
BosworthRue,2016-09-16,2016,Yuba,50,90.7,51.82879963,85.53740005,1.828799629,-5.162599945,0,0
BosworthRue,2016-09-17,2016,Yuba,50.6,92.9,53.89699993,90.65840225,3.296999931,-2.241597748,0,0
BosworthRue,2016-09-18,2016,Yuba,52,96.5,56.13980045,93.20900192,4.139800453,-3.290998077,0,0
BosworthRue,2016-09-19,2016,Yuba,56.6,92.4,58.27460022,96.62180176,1.67460022,4.221801758,0,0
BosworthRue,2016-09-20,2016,Yuba,64,86.9,62.22920113,98.35339813,-1.770798874,11.45339813,0,0
BosworthRue,2016-09-21,2016,Yuba,59.1,78,65.15600014,91.77979736,6.056000137,13.77979736,0,0
BosworthRue,2016-09-22,2016,Yuba,51.1,74.9,53.49199924,80.86999931,2.391999245,5.969999313,0,0
BosworthRue,2016-09-23,2016,Yuba,43.3,79.1,49.71200027,75.32240143,6.412000275,-3.777598572,0,0
BosworthRue,2016-09-24,2016,Yuba,47.1,87.1,48.83539944,81.91580162,1.735399437,-5.18419838,0,0
BosworthRue,2016-09-25,2016,Yuba,44.9,91.5,53.375,91.05259857,8.475,-0.447401428,0,0
BosworthRue,2016-09-26,2016,Yuba,49.4,95.8,54.72680073,95.34199753,5.326800728,-0.458002472,0,0
BosworthRue,2016-09-27,2016,Yuba,50.7,94.1,57.7201992,96.03500137,7.020199203,1.935001373,0,0
BosworthRue,2016-09-28,2016,Yuba,51.7,89.5,59.61379929,95.34920044,7.913799286,5.849200439,0,0
BosworthRue,2016-09-29,2016,Yuba,52.9,84.8,59.61740074,92.17579956,6.717400742,7.375799561,0,0
BosworthRue,2016-09-30,2016,Yuba,53.1,79.4,55.81039944,87.1951992,2.710399437,7.795199203,0,0
BosworthRue,2016-10-01,2016,Yuba,42.1,75.8,49.04960022,79.73239937,6.94960022,3.932399368,0,0
BosworthRue,2016-10-02,2016,Yuba,41.9,69.3,45.43700027,76.36640129,3.537000275,7.066401291,0,0
BosworthRue,2016-10-03,2016,Yuba,38.5,63.3,46.63219948,69.32659912,8.132199478,6.026599121,0,0
BosworthRue,2016-10-04,2016,Yuba,39.8,73,46.30999966,62.94559898,6.509999657,-10.05440102,0,0
BosworthRue,2016-10-05,2016,Yuba,37.8,75.4,44.37320013,72.93740005,6.57320013,-2.462599945,0,0
BosworthRue,2016-10-06,2016,Yuba,37.6,79.8,44.90420027,75.6067997,7.304200268,-4.193200302,0,0
BosworthRue,2016-10-07,2016,Yuba,40.3,82.6,46.34960022,79.63339882,6.04960022,-2.966601181,0,0
BosworthRue,2016-10-08,2016,Yuba,45.8,87,46.77800007,83.89760132,0.978000069,-3.102398682,0,0
BosworthRue,2016-10-09,2016,Yuba,42.4,87.8,51.17720051,87.50839882,8.777200508,-0.291601181,0,0
BosworthRue,2016-10-10,2016,Yuba,44.6,84.5,50.22319927,88.58480148,5.623199272,4.084801483,0,0
BosworthRue,2016-10-11,2016,Yuba,49.1,78.1,51.58759995,84.16040115,2.487599945,6.060401154,0,0
BosworthRue,2016-10-12,2016,Yuba,44.7,78.1,50.30600014,78.24200096,5.606000137,0.142000961,0,0
BosworthRue,2016-10-13,2016,Yuba,55.9,72.4,47.20459919,77.07200165,-8.69540081,4.672001648,1,0
BosworthRue,2017-05-23,2017,Yuba,77.815,95.711,60.95659981,96.50479736,-16.85840019,0.793797363,1,0
BosworthRue,2017-05-24,2017,Yuba,64.161,85.352,63.61339951,98.12120209,-0.547600494,12.76920209,0,0
BosworthRue,2017-05-25,2017,Yuba,56.035,72.093,54.25520058,87.49220085,-1.779799423,15.39920085,0,0
BosworthRue,2017-05-26,2017,Yuba,55.299,72.178,53.36420078,74.71220016,-1.934799217,2.534200165,0,0
BosworthRue,2017-05-27,2017,Yuba,56.728,79.347,53.31560001,73.81939964,-3.412399986,-5.527600357,0,0
BosworthRue,2017-05-28,2017,Yuba,59.358,86.981,54.98960056,80.92039909,-4.368399437,-6.060600906,0,0
BosworthRue,2017-05-29,2017,Yuba,61.633,86.709,54.61879997,87.91879997,-7.014200027,1.209799973,0,0
BosworthRue,2017-05-30,2017,Yuba,58.626,80.449,57.38899918,88.36700096,-1.237000824,7.918000961,0,0
BosworthRue,2017-05-31,2017,Yuba,57.29,79.567,56.13799973,82.54399986,-1.152000275,2.976999863,0,0
BosworthRue,2017-06-01,2017,Yuba,61.462,84.362,56.23159981,80.03120003,-5.230400192,-4.330799973,0,0
BosworthRue,2017-06-02,2017,Yuba,62.962,89.177,58.45639992,85.77860146,-4.505600082,-3.398398544,0,0
BosworthRue,2017-06-03,2017,Yuba,66,87.847,58.76059933,91.33340225,-7.239400673,3.486402252,0,0
BosworthRue,2017-06-04,2017,Yuba,61.804,87.21,59.70739937,90.14900055,-2.096600632,2.939000549,0,0
BosworthRue,2017-06-05,2017,Yuba,61.977,90.194,55.29199924,90.08779984,-6.685000755,-0.106200165,0,0
BosworthRue,2017-06-06,2017,Yuba,63.648,89.823,54.76279984,92.06419907,-8.885200165,2.241199066,0,0
BosworthRue,2017-06-07,2017,Yuba,61.977,80.537,59.07199993,92.65099945,-2.905000069,12.11399945,0,0
BosworthRue,2017-06-08,2017,Yuba,51.282,68.227,58.64540081,84.07039909,7.36340081,15.84339909,0,0
BosworthRue,2017-06-09,2017,Yuba,60.132,75.333,50.69839916,69.08000069,-9.433600838,-6.252999313,0,0
BosworthRue,2017-06-10,2017,Yuba,53.121,74.12,52.24280052,78.46160049,-0.878199478,4.341600494,0,0
BosworthRue,2017-06-11,2017,Yuba,54.561,67.114,50.82619934,75.0614006,-3.734800659,7.947400604,0,0
BosworthRue,2017-06-12,2017,Yuba,54.561,71.964,51.49580059,68.69659843,-3.065199409,-3.267401566,0,0
BosworthRue,2017-06-13,2017,Yuba,57.247,82.042,52.28060036,73.4864006,-4.966399643,-8.555599396,0,0
BosworthRue,2017-06-14,2017,Yuba,60.003,88.947,52.23920078,84.27739868,-7.763799217,-4.669601318,0,0
BosworthRue,2017-06-15,2017,Yuba,63.689,90.286,56.35759926,90.79520264,-7.331400742,0.509202637,0,0
BosworthRue,2017-06-16,2017,Yuba,68.142,94.609,59.8135994,94.05499725,-8.328400604,-0.554002747,0,0
BosworthRue,2017-06-17,2017,Yuba,71.791,94.23,66.21080093,98.95279846,-5.580199066,4.722798462,0,0
BosworthRue,2017-06-18,2017,Yuba,73.342,101.408,73.25779915,99.67639923,-0.084200851,-1.731600769,0,0
BosworthRue,2017-06-19,2017,Yuba,76.725,101.912,76.6094017,106.3669975,-0.115598297,4.454997528,0,0
BosworthRue,2017-06-20,2017,Yuba,76.55,102.114,75.19280052,106.5992004,-1.357199478,4.485200439,0,0
BosworthRue,2017-06-21,2017,Yuba,75.594,102.722,73.54220085,105.0854012,-2.051799149,2.363401154,0,0
BosworthRue,2017-06-22,2017,Yuba,74.943,99.464,73.81220016,106.1797974,-1.130799835,6.715797363,0,0
BosworthRue,2017-06-23,2017,Yuba,71.577,97.696,71.90420113,107.1283981,0.327201126,9.432398132,0,0
BosworthRue,2017-06-24,2017,Yuba,68.871,94.134,68.07380066,103.0334023,-0.797199341,8.899402252,0,0
BosworthRue,2017-06-25,2017,Yuba,66.087,89.962,66.71840019,99.78620071,0.631400192,9.824200714,0,0
BosworthRue,2017-06-26,2017,Yuba,59.873,83.332,60.36619968,94.93700027,0.493199684,11.60500027,0,0
BosworthRue,2017-06-27,2017,Yuba,58.498,85.802,58.77140026,88.62079887,0.273400261,2.818798874,0,0
BosworthRue,2017-06-28,2017,Yuba,58.455,88.626,57.56540012,90.4730011,-0.889599876,1.847001099,0,0
BosworthRue,2017-06-29,2017,Yuba,61.162,92.527,58.10540047,92.73380203,-3.056599533,0.206802032,0,0
BosworthRue,2017-06-30,2017,Yuba,61.59,90.055,60.94760132,95.25019989,-0.642398682,5.19519989,0,0
BosworthRue,2017-07-01,2017,Yuba,62.062,88.902,59.12959919,95.41579819,-2.93240081,6.513798187,0,0
BosworthRue,2017-07-02,2017,Yuba,66.173,91.308,60.27619934,92.6635994,-5.896800659,1.355599396,0,0
BosworthRue,2017-07-03,2017,Yuba,65.872,87.665,62.5135994,96.46160049,-3.358400604,8.796600494,0,0
BosworthRue,2017-07-04,2017,Yuba,63.133,91.029,62.41459885,94.5230011,-0.718401154,3.494001099,0,0
BosworthRue,2017-07-05,2017,Yuba,63.99,89.915,62.19860077,96.9385994,-1.791399231,7.023599396,0,0
BosworthRue,2017-07-06,2017,Yuba,65.273,98.283,60.97280121,94.62020264,-4.300198792,-3.662797363,0,0
BosworthRue,2017-07-07,2017,Yuba,67.199,97.99,61.65139923,103.308802,-5.547600769,5.318802032,0,0
BosworthRue,2017-07-08,2017,Yuba,68.313,97.111,66.79579887,107.0887993,-1.517201126,9.977799286,0,0
BosworthRue,2017-07-09,2017,Yuba,66.087,95.855,66.64100151,105.1700027,0.554001511,9.315002747,0,0
BosworthRue,2017-07-10,2017,Yuba,63.946,90.424,66.2269989,102.198201,2.280998901,11.77420099,0,0
BosworthRue,2017-07-11,2017,Yuba,64.546,87.802,63.90139923,99.77719879,-0.644600769,11.97519879,0,0
BosworthRue,2017-07-12,2017,Yuba,62.062,90.379,63.92840157,95.59039841,1.866401566,5.211398407,0,0
BosworthRue,2017-07-13,2017,Yuba,64.074,90.936,63.28580093,95.46259995,-0.788199066,4.526599945,0,0
BosworthRue,2017-07-14,2017,Yuba,64.161,94.134,63.27679901,96.74239731,-0.884200989,2.608397308,0,0
BosworthRue,2017-07-15,2017,Yuba,62.748,100.06,62.29220085,97.61539841,-0.455799149,-2.444601593,0,0
BosworthRue,2017-07-16,2017,Yuba,67.199,102.976,63.02659912,101.4494003,-4.172400879,-1.52659967,0,0
BosworthRue,2017-07-17,2017,Yuba,66.087,93.328,67.775,105.0116005,1.688,11.68360049,0,0
BosworthRue,2017-07-18,2017,Yuba,62.062,84.812,67.97480011,101.9533981,5.91280011,17.14139813,0,0
BosworthRue,2017-07-19,2017,Yuba,56.512,95.952,57.94699993,92.92280121,1.434999931,-3.029198792,0,0
BosworthRue,2017-07-20,2017,Yuba,59.229,98.38,57.3043993,95.31319962,-1.9246007,-3.066800385,0,0
BosworthRue,2017-07-21,2017,Yuba,61.547,99.217,60.59300041,94.8289978,-0.953999588,-4.388002197,0,0
BosworthRue,2017-07-22,2017,Yuba,63.518,98.136,61.89619865,96.36980286,-1.621801346,-1.766197144,0,0
BosworthRue,2017-07-23,2017,Yuba,65.829,102.367,62.53159981,99.53779984,-3.297400192,-2.829200165,0,0
BosworthRue,2017-07-24,2017,Yuba,64.033,88.443,67.82539978,101.7950027,3.79239978,13.35200275,0,0
BosworthRue,2017-07-25,2017,Yuba,60.948,95.711,62.39300041,94.56980286,1.445000412,-1.141197144,0,0
BosworthRue,2017-07-26,2017,Yuba,61.506,97.306,61.68740005,94.95139923,0.181400055,-2.354600769,0,0
BosworthRue,2017-07-27,2017,Yuba,63.133,99.563,62.60719948,96.50479736,-0.525800522,-3.058202637,0,0
BosworthRue,2017-07-28,2017,Yuba,64.418,98.676,64.50259857,101.1200027,0.084598572,2.444002747,0,0
BosworthRue,2017-07-29,2017,Yuba,60.991,98.577,63.47119865,101.080397,2.480198654,2.503397034,0,0
BosworthRue,2017-07-30,2017,Yuba,62.875,96.966,60.60379963,97.91779709,-2.271200371,0.951797089,0,0
BosworthRue,2017-07-31,2017,Yuba,63.903,97.063,62.40380135,99.90139923,-1.499198654,2.838399231,0,0
BosworthRue,2017-08-01,2017,Yuba,65.444,97.354,64.95799904,99.81319962,-0.486000961,2.459199615,0,0
BosworthRue,2017-08-02,2017,Yuba,69.6,93.897,66.97940102,102.9055969,-2.620598984,9.008596924,0,0
BosworthRue,2017-08-03,2017,Yuba,69.343,94.276,70.01419907,101.8903984,0.671199066,7.614398407,0,0
BosworthRue,2017-08-04,2017,Yuba,67.413,92.057,71.27779846,102.1153984,3.864798462,10.05839841,0,0
BosworthRue,2017-08-05,2017,Yuba,69.386,89.454,72.98959885,96.58220291,3.603598846,7.128202911,0,0
BosworthRue,2017-08-06,2017,Yuba,63.561,86.301,64.4594017,94.62200165,0.898401703,8.321001648,0,0
BosworthRue,2017-08-07,2017,Yuba,61.248,90.518,61.67119865,92.44219742,0.423198654,1.924197418,0,0
BosworthRue,2017-08-08,2017,Yuba,61.891,92.48,60.52819996,93.52400055,-1.362800041,1.044000549,0,0
BosworthRue,2017-08-09,2017,Yuba,61.032,91.495,61.59920044,95.38160324,0.567200439,3.886603241,0,0
BosworthRue,2017-08-10,2017,Yuba,60.948,91.636,60.59839916,93.4844017,-0.349600838,1.848401703,0,0
BosworthRue,2017-08-11,2017,Yuba,63.262,94.896,60.70099945,94.26920319,-2.561000549,-0.626796814,0,0
BosworthRue,2017-08-12,2017,Yuba,64.803,91.589,63.22460022,96.87739868,-1.57839978,5.288398682,0,0
BosworthRue,2017-08-13,2017,Yuba,60.948,87.391,62.35159912,97.80079956,1.403599121,10.40979956,0,0
BosworthRue,2017-08-14,2017,Yuba,61.977,82.175,61.60460091,92.69960022,-0.372399094,10.52460022,0,0
BosworthRue,2017-08-15,2017,Yuba,58.368,83.109,58.60580025,84.54920044,0.237800247,1.440200439,0,0
BosworthRue,2017-08-16,2017,Yuba,58.541,86.164,57.57440033,85.33939896,-0.96659967,-0.824601044,0,0
